fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,,
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.907940932,0.824356736
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.907940932,0.824356736
6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.698906436,0.090657334
6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.680651979,0.101983158
7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.962038882,0.001441046
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.907940932,0.824356736
6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.868288453,0.017347932
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.95505071,0.912121859
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.95505071,0.912121859
5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.11219457,1.236976762
6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.821297709,0.674529927
6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.868288453,0.017347932
6.8,0.24,0.37,7.45,0.043,59,188,0.99579,3.2,0.5,9.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.8841107,0.01343033
7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.08812767,0.007766486
7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.95505071,0.912121859
6.8,0.16,0.29,10.4,0.046,59,143,0.99518,3.2,0.4,10.8,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.583280405,0.34021603
5.2,0.28,0.29,1.1,0.028,18,69,0.99168,3.24,0.54,10,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.840397406,0.025472988
7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.512350821,0.262503364
7.5,0.26,0.3,4.6,0.027,29,92,0.99085,3.15,0.38,12,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.720824737,0.077938827
8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.730295927,0.533332141
7.6,0.4,0.27,5.2,0.03,32,101,0.99172,3.22,0.62,12.3,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.650556744,0.122110589
7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.138990086,0.019318244
7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.512350821,0.262503364
6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.623316466,2.635156348
5.3,0.2,0.31,3.6,0.036,22,91,0.99278,3.41,0.5,9.8,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.095249617,0.009072489
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.255351961,0.065204624
6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.163444495,0.026714103
6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.546335398,0.205811572
6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.129787987,0.016844922
7.9,0.51,0.36,6.2,0.051,30,173,0.9984,3.09,0.53,9.7,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,4.865566944,0.018072247
7.9,0.51,0.34,2.6,0.049,13,135,0.99335,3.09,0.51,10,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.324031255,0.104996254
6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.546335398,0.205811572
7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.194541575,0.037846424
6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.163444495,0.026714103
6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.255351961,0.065204624
7.4,0.2,0.28,9.1,0.047,29,95,0.99532,3.16,0.47,9.8,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.151751703,0.719525174
6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.094880097,0.009002233
6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.727789294,0.074098669
6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.073311734,0.00537461
6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.094880097,0.009002233
8,0.23,0.28,2.7,0.048,49,165,0.9952,3.26,0.72,9.5,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.860694225,0.019406099
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.083551452,0.006980845
6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.083551452,0.006980845
6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.688305742,0.09715331
7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.962577102,0.001400473
7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.118878926,0.014132199
5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,7.278561885,0.520472953
7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.118878926,0.014132199
5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,7.278561885,0.520472953
6.8,0.17,0.36,1.4,0.036,38,108,0.99006,3.19,0.66,12,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.925881859,0.857257217
7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.597434249,0.356927682
5.8,0.315,0.27,1.55,0.026,15,70,0.98994,3.37,0.4,11.9,8,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.475765622,2.32329044
5.9,0.17,0.28,0.7,0.027,5,28,0.98985,3.13,0.32,10.6,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.20565103,1.453594407
6.6,0.34,0.18,6.4,0.082,47,240,0.9971,3.42,0.48,9.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.426399368,0.181816421
8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.776985038,0.049735673
5.6,0.12,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.831083551,0.690699868
5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.918710906,0.006607917
7.7,0.18,0.35,5.8,0.055,25,144,0.99576,3.24,0.54,10.2,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.023847104,0.000568684
7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.072441868,0.005247824
6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.423788664,0.179596831
7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.826447514,0.683015493
7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.295236679,0.087164696
7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.948405121,0.002662032
6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.523637261,0.274195981
6.9,0.16,0.37,1.8,0.034,36,95,0.98952,2.93,0.59,12,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.840143322,0.705840802
7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.948405121,0.002662032
7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.295236679,0.087164696
7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.826447514,0.683015493
6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.309678803,2.857185749
6.3,0.2,0.24,1.7,0.052,36,135,0.99374,3.8,0.66,10.8,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.468240515,0.21924918
6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,7.074185835,0.005503538
7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.475699552,0.274890959
7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.423385212,2.48571419
7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.423385212,2.48571419
7,0.36,0.32,10.5,0.045,35,135,0.9935,3.09,0.33,11.6,8,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.435102063,2.448905552
7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.426718377,0.182088573
7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.475699552,0.274890959
6.7,0.2,0.37,1.65,0.025,42,103,0.99022,3.11,0.45,11.4,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.574438349,2.478856114
6.2,0.235,0.34,1.9,0.036,4,117,0.99032,3.4,0.44,12.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.674990645,2.805593659
7.8,0.965,0.6,65.8,0.074,8,160,1.03898,3.39,0.69,11.7,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,3.383192274,6.847682676
7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.135090321,0.018249395
7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.17990586,0.032366119
7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.17990586,0.032366119
6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.124200344,1.263826414
8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.717877035,0.515347437
6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.124200344,1.263826414
6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.434304691,0.188620565
6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.424755938,0.180417607
7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.135090321,0.018249395
6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.835581308,0.698196123
6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.882863678,0.779448273
6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.996184231,1.45601E-05
6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.595586867,0.354723716
6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.432121376,2.45824338
6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.996184231,1.45601E-05
6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.595586867,0.354723716
6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.329503999,0.449564887
6.7,0.16,0.37,1.3,0.036,45,125,0.98964,3.19,0.51,12.4,7,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.996074874,1.54066E-05
6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.835581308,0.698196123
6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.882863678,0.779448273
5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.362927696,0.131716512
5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5,8,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.938974825,1.125774421
6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.432121376,2.45824338
7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,6,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,6.29238582,0.085489468
7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.843723024,0.711868542
7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9,5,150.3660964,0.075711946,-1.863177099,0.022090197,0.081482799,-0.247276584,0.003732765,-0.000285747,-150.2841705,0.686343707,0.631476458,0.193475709,5.647175403,0.418836002
