fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,guess,
5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.502653573,0.247353468
7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.4937639,0.256274989
8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.637923259,0.131099566
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.889474142,0.012215965
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.889925738,0.012116343
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.889474142,0.012215965
7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.537499306,0.288905504
7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.7841321,0.04659895
7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.778233154,0.605646842
12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.146473613,0.021454519
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.102926943,1.216447842
6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,4,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.108789622,4.446993672
12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.322347137,0.103907677
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.102926943,1.216447842
9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.849261925,0.022721967
10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.659248516,0.434608606
7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.172587938,0.029786596
9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.221530598,0.049075806
7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.375684977,0.141139202
4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.904742236,0.009074042
6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.455277487,0.20727759
6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.455277487,0.20727759
7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.758494219,0.57531348
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.795985402,0.633592761
7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.28931581,0.505072018
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.795985402,0.633592761
7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,8,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.554209824,2.090309233
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.980155747,0.000393794
7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,4,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.754655501,3.078815926
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.980155747,0.000393794
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.839105951,8.060522601
11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,4,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.836697755,3.373458642
8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.218233704,0.04762595
7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.201622791,0.04065175
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.278323355,0.520817179
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.278323355,0.520817179
10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.490514481,0.259575494
6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.466641743,0.217754516
11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.541760929,0.209983046
6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.544749638,0.296752168
10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.008423176,7.09499E-05
7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.06464941,0.004179546
9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.457372185,0.209189315
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.356155451,0.126846705
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.356155451,0.126846705
7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.411118623,0.346781276
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.356155451,0.126846705
6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.35774861,0.127984068
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.575602812,0.331318597
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.575602812,0.331318597
8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.874333977,0.764459903
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.178288808,0.031786899
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.178288808,0.031786899
7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.02446578,0.951667015
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.178288808,0.031786899
8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.403418048,0.355910026
11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.336535256,0.440185466
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.150666914,0.022700519
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.110663092,0.01224632
5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.199476831,0.640837345
7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.758784603,0.575754073
7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.163586055,0.026760397
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.110663092,0.01224632
7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.146929142,0.021588173
6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.264230458,0.069817735
6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.229306375,0.052581414
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.150666914,0.022700519
7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.827554997,0.029737279
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.025162993,0.000633176
6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.717271621,0.514478578
7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,4,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.759894878,3.097229982
9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.393407992,0.367953864
10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.455333073,0.296662062
8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.537402905,0.213996073
7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,4,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.99826874,3.993077959
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.025162993,0.000633176
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.46906463,0.281892367
7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.138953501,0.019308075
9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.62778817,0.394117986
7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.943013802,0.003247427
8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.485660193,0.235865823
7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.138953501,0.019308075
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.46906463,0.281892367
8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.565986659,0.320340898
9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.508287869,0.24178082
10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.571467997,0.183639678
6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.878601339,0.014737635
10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,4.949152101,0.002585509
7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.81589714,0.665688143
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.140479365,0.019734452
10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.689824907,0.096208588
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.140479365,0.019734452
7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.20186316,0.637022415
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.766820938,0.054372475
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.735987863,0.069702408
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.766820938,0.054372475
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.735987863,0.069702408
8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.274466411,5.173197453
8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,6.462345492,2.138454339
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.726319074,1.622263101
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.726319074,1.622263101
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.886425824,1.240047446
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.886425824,1.240047446
9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,5,22.04878792,0.031377027,-1.083590259,-0.182563948,0.01633127,-1.874225158,0.004361333,-0.00326458,-17.88116379,-0.413653144,0.916334413,0.276197699,5.242650666,0.058879345
